,Planet_Identifier,Planetary_Mass_Earth,Eccentricity,Semi_Major_Axis_AU,Host_Star_Radius_Solar,Host_Star_Temperature_Kelvin,Luminosity_of_Host_Star,Runaway_Greenhouse_S_eff,Maximum_Greenhouse_S_eff,Runaway_Greenhouse,Maximum_Greenhouse,Is_In_Habitable_Zone
348,HAT-P-22 b,682.5448243528348,0.016,0.0414,1.04,5302.0,0.7552897621494432,1.1242112173147705,0.32721075227461827,0.8196583015415527,1.5192981737627773,False
349,HD 10442 b,667.603228291082,0.11,2.335,,5034.0,,1.0934390138991226,0.3120643254838502,,,
350,,,,,,,,,,,,
351,,,,,,,,,,,,
352,,,,,,,,,,,,
353,HATS-10 b,167.21871337195674,,0.04491,1.105,5880.0,1.2897985551383964,1.2024920935999999,0.36218472625,1.0356662606228222,1.8871041826389245,
354,HD 68402 b,975.9723385017246,0.03,2.18,1.02,5950.0,1.152275246067776,1.21281132304836,0.366523594796425,0.97472362981279,1.7730751674395981,False
355,,,,,,,,,,,,
356,,,,,,,,,,,,
357,,,,,,,,,,,,
358,,,,,,,,,,,,
359,HATS-5 b,75.3437929071364,,0.0542,0.871,5304.0,0.5305647557174911,1.124455592449059,0.32732705070964285,0.6869071616164731,1.273146117435211,
360,,,,,,,,,,,,
361,,,,,,,,,,,,
362,,,,,,,,,,,,
363,,,,,,,,,,,,
364,KOI-206 b,896.4957637051673,,0.0679,2.26,6340.0,7.292256488498857,1.2719213779353602,0.39047364551679997,2.394422773048377,4.321505840052475,
365,,,,,,,,,,,,
366,WASP-98 b,263.86222832457054,,0.036,0.7,5525.0,0.40347184588224677,1.1526989154629474,0.34042503243752653,0.591627939579557,1.0886690434757755,
367,TrES-4 A b,157.0457117979974,,0.0516,1.81,6295.0,4.54598620246027,1.2650332030592475,0.38775496748415156,1.8956715591094337,3.4240127368432094,
368,HN Peg b,6993.93858209705,,,,5940.0,,1.21132922802176,0.3659036044288,,,
369,,,,,,,,,,,,
370,MOA-2007-BLG-400-L b,286.1156692676066,,0.85,,5700.0,,1.17664946241536,0.35107568174079995,,,
371,HD 17156 b,1014.4390007032584,0.6768,0.1623,1.508,6079.0,2.7442222569886754,1.2321316325293366,0.37451315164261645,1.4923857292240246,2.7069242612768085,False
372,HD 1461 b,7.597960550550886,0.14,0.063438,1.095,5765.0,1.1703439397534972,1.1858543689877474,0.3550747428150266,0.9934387048798813,1.815502556220275,False
373,HD 1461 c,5.9130571648638695,0.0,0.1117,1.095,5765.0,1.1703439397534972,1.1858543689877474,0.3550747428150266,0.9934387048798813,1.815502556220275,False
374,WASP-31 b,151.95921101101771,0.0,0.04657,1.24,6200.0,2.007696926115645,1.2505101092313597,0.38196344607079996,1.2670841943748068,2.292652195873789,False
375,BD-08 2823 b,14.30578346338033,0.15,0.056,,4746.0,,1.0649801342119236,0.29690542403326464,,,
376,BD-08 2823 c,104.90907873145575,0.19,0.68,,4746.0,,1.0649801342119236,0.29690542403326464,,,
377,,,,,,,,,,,,
378,,,,,,,,,,,,
379,WASP-23 b,281.02916848062694,0.062,0.0376,0.765,5150.0,0.3637808322758708,1.10626768599876,0.31850846374842495,0.5734423886398822,1.068708878598256,False
380,Gliese 876 b,848.7144469374771,0.034,0.218589,0.3761,3129.0,0.01198165871971152,0.9816081527670655,0.2363860584460004,0.11048145731361776,0.22513734643125008,True
381,Gliese 876 c,267.9632195840729,0.2539,0.135985,0.3761,3129.0,0.01198165871971152,0.9816081527670655,0.2363860584460004,0.11048145731361776,0.22513734643125008,True
382,Gliese 876 d,6.8985666923411815,0.108,0.0218393,0.3761,3129.0,0.01198165871971152,0.9816081527670655,0.2363860584460004,0.11048145731361776,0.22513734643125008,False
383,Gliese 876 e,17.163761093064533,0.031,0.3343,0.3761,3129.0,0.01198165871971152,0.9816081527670655,0.2363860584460004,0.11048145731361776,0.22513734643125008,False
384,,,,,,,,,,,,
385,,,,,,,,,,,,
386,CoRoT-26 b,165.31127557683936,0.0,0.0526,1.79,5590.0,2.7646573912470793,1.1614441129923598,0.344357606342425,1.54284217118218,2.833451736212504,False
387,WASP-87 b,693.0357322259805,,0.02946,1.627,6450.0,4.048573146331298,1.28872796596436,0.39703374962642496,1.7724352089167383,3.1932820697605147,
388,,,,,,,,,,,,
389,,,,,,,,,,,,
390,HD 117618 b,56.58732125514886,0.42,0.176,1.19,5861.0,1.4766202980318495,1.1997147435191156,0.361007927031135,1.1094185393022822,2.0224418706145215,False
391,HD 117618.02,63.58125983724591,0.0,0.93,1.19,5861.0,1.4766202980318495,1.1997147435191156,0.361007927031135,1.1094185393022822,2.0224418706145215,False
392,,,,,,,,,,,,
393,,,,,,,,,,,,
394,,,,,,,,,,,,
395,GJ 682 b,4.450688188607214,0.08,0.08,,3028.0,,0.9224944241902551,0.23371044656939,,,
396,GJ 682 c,8.583470078028197,0.1,0.176,,3028.0,,0.9784176114267584,0.23371044656939,,,
397,,,,,,,,,,,,
398,HD 154857 b,712.1101101771543,0.46,1.291,2.31,5508.0,4.3399798373235745,1.1504428982262824,0.3394018087083213,1.9422776923145617,3.5759116466468672,False
399,HD 154857 c,820.1982519004722,0.06,5.36,2.31,5508.0,4.3399798373235745,1.1504428982262824,0.3394018087083213,1.9422776923145617,3.5759116466468672,False
400,HD 6718 b,495.9338267305181,0.1,3.56,1.02,5745.0,1.0014943450081633,1.1830057676869474,0.35384236632765154,0.9200910785300681,1.6823615547841488,False
401,,,,,,,,,,,,
402,,,,,,,,,,,,
403,HATS-31 b,279.757543283882,0.233,0.0478,1.87,6050.0,4.1399275169236365,1.2277590299355599,0.372719575182425,1.8362837890620884,3.332769418194721,False
404,,,,,,,,,,,,
405,,,,,,,,,,,,
406,,,,,,,,,,,,
407,,,,,,,,,,,,
408,,,,,,,,,,,,
409,Venus,0.8150291272663341,0.00676399,0.72332102,1.0,5778.0,0.9849136939213834,0.9897942562193165,0.35587658681757506,0.9975315104529155,1.663601792254595,False
410,Earth,1.0000380678845318,0.01673163,1.00000018,1.0,5778.0,0.9849136939213834,1.1067336632664329,0.35587658681757506,0.9433601529022464,1.663601792254595,True
411,Mars,0.10745081907002445,0.09336511,1.52371243,1.0,5778.0,0.9849136939213834,0.9897942562193165,0.35587658681757506,0.9975315104529155,1.663601792254595,True
412,Jupiter,317.90629918622955,0.0485359,5.20248019,1.0,5778.0,0.9849136939213834,1.1877134683471509,0.35587658681757506,0.9106327123170781,1.663601792254595,False
413,Saturn,95.05398345668263,0.05550825,9.54149883,1.0,5778.0,0.9849136939213834,1.1877134683471509,0.35587658681757506,0.9106327123170781,1.663601792254595,False
414,Uranus,14.528317872810689,0.0468574,19.18797948,1.0,5778.0,0.9849136939213834,1.1877134683471509,0.35587658681757506,0.9106327123170781,1.663601792254595,False
415,Neptune,17.15199855999464,0.00895439,30.06952752,1.0,5778.0,0.9849136939213834,1.1877134683471509,0.35587658681757506,0.9106327123170781,1.663601792254595,False
416,,,,,,,,,,,,
417,,,,,,,,,,,,
418,,,,,,,,,,,,
419,VHS 1256-1257 b,3560.550550885771,,,,2620.0,,0.9628206092697599,0.22327367140479998,,,
420,WASP-35 b,228.89253541408527,0.0,0.04317,1.09,5990.0,1.3516003986193965,1.2187639601379598,0.36900328089042495,1.0530872482139515,1.9138550471676312,False
421,HR 8799 b,1589.5314959311477,0.0,67.96,1.44,7193.0,4.905160825274346,1.392564874642844,0.4353420046428372,1.8768039434673407,3.3566908072511663,False
422,HR 8799 c,2225.3440943036067,0.0,42.81,1.44,7193.0,4.905160825274346,1.392564874642844,0.4353420046428372,1.8768039434673407,3.3566908072511663,False
423,HR 8799 d,2225.3440943036067,0.0,26.97,1.44,7193.0,4.905160825274346,1.392564874642844,0.4353420046428372,1.8768039434673407,3.3566908072511663,False
424,HR 8799 e,2225.3440943036067,0.0,16.99,1.44,7193.0,4.905160825274346,1.392564874642844,0.4353420046428372,1.8768039434673407,3.3566908072511663,False
425,Kapteyn b,4.8000672114128795,0.21,0.168,0.291,3550.0,0.011884677900523487,0.93291482549029,0.24850829253242498,0.11286848887591039,0.21868715026182353,True
426,Kapteyn c,7.000296708080775,0.23,0.311,0.291,3550.0,0.011884677900523487,0.9949218201555599,0.24850829253242498,0.10929473215857903,0.21868715026182353,False
427,,,,,,,,,,,,
428,,,,,,,,,,,,
429,,,,,,,,,,,,
430,,,,,,,,,,,,
431,,,,,,,,,,,,
432,,,,,,,,,,,,
433,,,,,,,,,,,,
434,,,,,,,,,,,,
435,,,,,,,,,,,,
436,,,,,,,,,,,,
437,,,,,,,,,,,,
438,,,,,,,,,,,,
439,,,,,,,,,,,,
440,,,,,,,,,,,,
441,,,,,,,,,,,,
442,,,,,,,,,,,,
443,,,,,,,,,,,,
444,HAT-P-36 b,582.4043401091726,0.063,0.0238,1.096,5580.0,1.0290723984212355,1.1600866496,0.343750612,0.9418413433378688,1.7302195898903974,False
445,HIP 65891 b,1907.4377951173774,0.13,2.81,8.93,5000.0,44.04239837136865,1.08982528192896,0.31021052155879997,6.357070695987853,11.915361377826406,False
446,,,,,,,,,,,,
447,,,,,,,,,,,,
448,,,,,,,,,,,,
449,,,,,,,,,,,,
450,Kepler-15 b,209.8181574629115,,0.05714,0.98,5514.0,0.7845257887988665,1.1512376311225667,0.3397626824785767,0.8255076904530967,1.5195527249852152,
451,HD 63454 b,120.80439369076723,2e-05,0.036,,4841.0,,1.0738251160324455,0.30176579335033565,,,
452,,,,,,,,,,,,
453,,,,,,,,,,,,
454,,,,,,,,,,,,
455,,,,,,,,,,,,
456,HD 4113 b,495.9338267305181,0.903,1.28,,5688.0,,1.174967270605531,0.35033950217731646,,,
457,,,,,,,,,,,,
458,,,,,,,,,,,,
459,83 Leonis B b,27.65784802920197,0.13,0.12186,0.76,4740.0,0.257649068705875,1.0644395346329598,0.29660327572479994,0.491987184579551,0.9320223286092207,False
460,83 Leonis B c,114.44626770704264,0.1,5.4,0.76,4740.0,0.257649068705875,1.0644395346329598,0.29660327572479994,0.491987184579551,0.9320223286092207,False
461,,,,,,,,,,,,
462,,,,,,,,,,,,
463,HIP 5158 b,457.78507082817055,0.54,0.89,,4962.0,,1.0858660739052846,0.3081581890855239,,,
464,HIP 5158 c,4781.310739760892,0.14,7.7,,4962.0,,1.0858660739052846,0.3081581890855239,,,
465,,,,,,,,,,,,
466,,,,,,,,,,,,
467,,,,,,,,,,,,
468,,,,,,,,,,,,
469,,,,,,,,,,,,
470,,,,,,,,,,,,
471,,,,,,,,,,,,
472,,,,,,,,,,,,
473,,,,,,,,,,,,
474,,,,,,,,,,,,
475,,,,,,,,,,,,
476,HD 173416 b,858.3470078028198,0.21,1.16,13.5,4683.0,77.45548788489371,1.0594105899307042,0.2937619574353898,8.550547856024444,16.237842336228624,False
477,HAT-P-6 b,336.0269582398446,0.0,0.05235,1.46,6570.0,3.5095805580884005,1.3069081257899602,0.404016736376425,1.6387212244724696,2.947324333590935,False
478,,,,,,,,,,,,
479,,,,,,,,,,,,
480,,,,,,,,,,,,
481,,,,,,,,,,,,
482,,,,,,,,,,,,
483,,,,,,,,,,,,
484,,,,,,,,,,,,
485,,,,,,,,,,,,
486,Kepler-113 b,11.700541341549178,,,0.69,4725.0,0.2096975993400268,1.0630974052453475,0.29585044562452645,0.4441300924792174,0.8419002052879543,
487,Kepler-454 b,6.84134355848766,0.0,0.0954,1.066,5687.0,1.0503531643069373,1.1748273375260472,0.35027818663178645,0.9455416248195179,1.7316540290634097,False
488,Kepler-454 c,1417.8620943705837,0.0214,1.286,1.066,5687.0,1.0503531643069373,1.1748273375260472,0.35027818663178645,0.9455416248195179,1.7316540290634097,True
489,,,,,,,,,,,,
490,,,,,,,,,,,,
491,,,,,,,,,,,,
492,,,,,,,,,,,,
493,HD 13189 b,4450.688188607213,0.27,1.85,50.39,5150.0,1578.3585188825243,1.10626768599876,0.31850846374842495,37.772237860867534,70.39508548047858,False
494,HAT-P-27 b,197.10190549546232,0.0,0.04,0.87,5300.0,0.5277521477407849,1.12396705222656,0.3270944979968,0.6852329124346648,1.2702183581526063,False
495,,,,,,,,,,,,
496,,,,,,,,,,,,
497,,,,,,,,,,,,
498,Kepler-29 b,4.50918294765748,,0.09,0.96,5750.0,0.8902292723825468,1.1030184427518899,0.354150314094425,0.8983789105027777,1.5854666809731197,
499,Kepler-29 c,3.998943337463581,,0.11,0.96,5750.0,0.8902292723825468,1.1030184427518899,0.354150314094425,0.8983789105027777,1.5854666809731197,
500,KOI-372 b,1033.195472355246,0.172,0.4937,1.122,5820.0,1.2763379372519157,1.19375876919296,0.35847091070079995,1.034009554248499,1.8869303918597782,False
501,KOI-372 c,101.53927196008172,0.1701,,1.122,5820.0,1.2763379372519157,1.19375876919296,0.35847091070079995,1.034009554248499,1.8869303918597782,
502,WASP-100 b,645.3497873480459,,0.0457,2.0,6900.0,8.012063451442922,1.35483080830976,0.42187497441280003,2.4318101014063225,4.357930582591625,
503,,,,,,,,,,,,
504,HAT-P-52 b,260.04735273433573,,0.03694,0.893,5131.0,0.4884262561930961,1.104114150694178,0.31744070658346346,0.6651085229534125,1.240418379104488,
505,,,,,,,,,,,,
506,FU Tau B,4768.5944877934435,,,,2838.0,,0.9718822754507422,0.22881482452215746,,,
507,,,,,,,,,,,,
508,,,,,,,,,,,,
509,,,,,,,,,,,,
510,,,,,,,,,,,,
511,,,,,,,,,,,,
512,,,,,,,,,,,,
513,,,,,,,,,,,,
514,,,,,,,,,,,,
515,,,,,,,,,,,,
516,,,,,,,,,,,,
517,,,,,,,,,,,,
518,,,,,,,,,,,,
519,,,,,,,,,,,,
520,,,,,,,,,,,,
521,HD 73534 b,365.59224406416394,0.046,3.15,2.65,4952.0,3.731662151103974,1.0848382244122152,0.3076215904990573,1.8546786354056302,3.4829140095933644,True
522,,,,,,,,,,,,
523,HD 178911 B b,2000.2664344797563,0.1243,0.32,1.14,5650.0,1.1702846797476,1.1696773381947598,0.348013262978425,1.0002595855774439,1.8337826614079078,False
524,,,,,,,,,,,,
525,,,,,,,,,,,,
526,HD 65216 b,384.66662201533774,0.41,1.37,,5666.0,,1.1718977317472146,0.3489917710261831,,,
527,HD 65216 c,712.1101101771543,0.15,,,5666.0,,1.1718977317472146,0.3489917710261831,,,
528,HAT-P-42 b,309.9586417065738,0.0,0.0575,1.528,5743.0,2.244346974237007,1.1827216903081426,0.3537192155054492,1.37753841553778,2.5189275309042567,False
529,,,,,,,,,,,,
530,,,,,,,,,,,,
531,,,,,,,,,,,,
532,HD 216435 b,400.56193697464926,0.07,2.56,2.0,5767.0,3.9097395066724574,1.186140003220885,0.3551980639720832,1.8155404729657953,3.317711486423049,True
533,,,,,,,,,,,,
534,,,,,,,,,,,,
535,CoRoT-16 b,168.49033856870167,0.33,0.0618,1.19,5650.0,1.275192470752983,1.1696773381947598,0.348013262978425,1.0441306200325948,1.914211725504746,False
536,,,,,,,,,,,,
537,,,,,,,,,,,,
538,,,,,,,,,,,,
539,,,,,,,,,,,,
540,,,,,,,,,,,,
541,,,,,,,,,,,,
542,,,,,,,,,,,,
543,,,,,,,,,,,,
544,,,,,,,,,,,,
545,,,,,,,,,,,,
546,,,,,,,,,,,,
547,,,,,,,,,,,,
548,WASP-50 b,467.32225980375745,0.009,0.02945,0.84,5400.0,0.5301779202325524,1.13642826882176,0.33295924722279996,0.6830300397344464,1.2618719253286295,False
549,WASP-102 b,198.37353069220723,,0.0401,1.331,5940.0,1.9489016200604905,1.21132922802176,0.3659036044288,1.2684222749075282,2.3078714491005012,
550,,,,,,,,,,,,
551,,,,,,,,,,,,
552,,,,,,,,,,,,
553,,,,,,,,,,,,
554,,,,,,,,,,,,
555,,,,,,,,,,,,
556,HD 209458 b,226.9850976189679,0.0004,0.04747,1.146,6075.0,1.5806742923062387,1.2315276372820476,0.37426589605177646,1.132919661193577,2.055091048329364,False
557,KOI-135 b,1026.8373463715213,0.017,0.0444,1.38,6050.0,2.254590626906509,1.2277590299355599,0.372719575182425,1.3551185181313807,2.45947689684958,False
558,,,,,,,,,,,,
559,WASP-72 b,448.24788185258365,0.0,0.03655,1.37,6250.0,2.5307499062789636,1.2581481648939596,0.385019558024425,1.418269359625207,2.563794544999839,False
560,,,,,,,,,,,,
561,,,,,,,,,,,,
562,,,,,,,,,,,,
563,Gamma Leonis b,2791.217306855095,0.144,1.19,31.88,4330.0,315.70120285975855,1.032494692725,0.27737561551562506,17.486150192732214,33.73680716810933,False
564,,,,,,,,,,,,
565,HD 27894 b,197.10190549546232,0.049,0.122,,4875.0,,1.0771210510996474,0.30353959632727656,,,
566,,,,,,,,,,,,
567,,,,,,,,,,,,
568,HD 129445 b,508.6500786979673,0.7,2.9,,5940.0,,1.21132922802176,0.3659036044288,,,
569,,,,,,,,,,,,
570,,,,,,,,,,,,
571,,,,,,,,,,,,
572,,,,,,,,,,,,
573,,,,,,,,,,,,
574,,,,,,,,,,,,
575,,,,,,,,,,,,
576,,,,,,,,,,,,
577,,,,,,,,,,,,
578,HD 33283 b,104.90907873145575,0.48,0.168,1.2,5995.0,1.6436421412431026,1.2195106452884474,0.36931316588827656,1.1609428360923824,2.1096297371438566,False
579,,,,,,,,,,,,
580,,,,,,,,,,,,
581,,,,,,,,,,,,
582,,,,,,,,,,,,
583,,,,,,,,,,,,
584,,,,,,,,,,,,
585,,,,,,,,,,,,
586,,,,,,,,,,,,
587,,,,,,,,,,,,
588,,,,,,,,,,,,
589,,,,,,,,,,,,
590,,,,,,,,,,,,
591,WASP-91 b,425.9944409095476,0.0,0.037,0.86,4920.0,0.3829528793983721,1.08158860528256,0.30591439083879995,0.5950337755436529,1.1188521889408867,False
592,,,,,,,,,,,,
593,,,,,,,,,,,,
594,,,,,,,,,,,,
595,,,,,,,,,,,,
596,,,,,,,,,,,,
597,HD 30669 b,149.41596061752787,0.18,2.69,0.91,5400.0,0.6222226980507041,1.13642826882176,0.33295924722279996,0.739949209712317,1.3670279191060155,False
598,Gliese 221 b,41.32781889420984,,0.448,,4040.0,,1.01547729964416,0.2655023588707999,,,
599,Gliese 221 c,6.230963464050099,,0.044,,4040.0,,1.01547729964416,0.2655023588707999,,,
600,HD 181720 b,117.62533069890493,0.26,1.78,,5781.0,,1.1881433170616,0.35606171169480144,,,
601,,,,,,,,,,,,
602,,,,,,,,,,,,
603,HD 16417 b,21.93553464384984,0.2,0.14,,5936.0,,1.2107370989884048,0.3656556114153325,,,
604,,,,,,,,,,,,
605,,,,,,,,,,,,
606,,,,,,,,,,,,
607,,,,,,,,,,,,
608,HD 69830 b,10.490907873145575,0.1,0.0785,0.895,5385.0,0.5952191932909087,1.1345266819597473,0.33207300112140153,0.7243210494469632,1.3388184229785869,False
609,HD 69830 c,12.080439369076723,0.13,0.186,0.895,5385.0,0.5952191932909087,1.1345266819597473,0.33207300112140153,0.7243210494469632,1.3388184229785869,False
610,HD 69830 d,18.438565352801316,0.07,0.63,0.895,5385.0,0.5952191932909087,1.1345266819597473,0.33207300112140153,0.7243210494469632,1.3388184229785869,False
611,WASP-12 b,446.34044405746624,0.0,0.02293,1.599,6118.0,3.1653580602850306,1.2380340610189828,0.3769212009125127,1.5989877084399158,2.897918309632584,False
612,HD 23596 b,2575.0410234084593,0.292,2.88,2.09,5888.0,4.639293016290085,1.2036646418927248,0.3626803810657644,1.9632388973131476,3.5765464515766077,True
613,,,,,,,,,,,,
614,,,,,,,,,,,,
615,OGLE-TR-132 b,371.95037004788855,0.0,0.03,1.35,6210.0,2.395090694642782,1.2520362954011601,0.382575936998425,1.3830966273015852,2.5020855594826803,False
616,,,,,,,,,,,,
617,Gliese 433 b,5.309035196410033,0.05,0.06,,3600.0,,0.9966669191321599,0.25008248917479997,,,
618,Gliese 433 c,45.015531964770105,0.08,3.6,,3600.0,,0.9966669191321599,0.25008248917479997,,,
619,,,,,,,,,,,,
620,,,,,,,,,,,,
621,,,,,,,,,,,,
622,HD 67087 b,972.7932755098624,0.17,1.08,1.55,6330.0,3.408523261239189,1.2703907587249998,0.38987106301562496,1.6380021525254636,2.9568046325998125,False
623,HD 67087 c,1541.8455510532133,0.76,3.86,1.55,6330.0,3.408523261239189,1.2703907587249998,0.38987106301562496,1.6380021525254636,2.9568046325998125,False
624,,,,,,,,,,,,
625,,,,,,,,,,,,
626,WASP-84 b,222.53440943036068,0.018,0.0775,0.768,5280.0,0.40508499446963575,1.121537,0.3259344062499999,0.6009886568105074,1.11482827248106,False
627,Kepler-98 b,3.5500596430126254,,,1.11,5539.0,1.0248479669300625,1.0759262571641224,0.3412693949382302,0.9759744958057569,1.7329301219012316,
628,,,,,,,,,,,,
629,HD 43691 b,791.5866849737116,0.14,0.24,,6200.0,,1.2505101092313597,0.38196344607079996,,,
630,WASP-104 b,404.376812564884,,0.02918,0.963,5475.0,0.7363377973403581,1.1461016758468472,0.3374223176945265,0.8015432722941565,1.477241993845304,
631,HD 46375 A b,79.15866849737115,0.04,0.041,1.0,5199.0,0.645605609916003,1.1119144402870633,0.321283344051806,0.7619877026793891,1.4175537721831521,False
632,,,,,,,,,,,,
633,,,,,,,,,,,,
634,,,,,,,,,,,,
635,,,,,,,,,,,,
636,HD 147018 b,673.9613542748067,0.4686,0.2388,,5441.0,,1.1416826495464358,0.3353926714311577,,,
637,HD 147018 c,2085.4653226616656,0.133,1.922,,5441.0,,1.1416826495464358,0.3353926714311577,,,
638,EPIC 204129699 b,563.9657747563713,0.0,0.022,0.78,5280.0,0.4178427982505398,1.121537,0.3259344062499999,0.6103791045731717,1.1322474642385767,False
639,CoRoT-20 b,1347.9227085496134,0.562,0.0902,1.02,5880.0,1.0989999523072727,1.2024920935999999,0.36218472625,0.9559996251902975,1.7419423224359303,False
640,,,,,,,,,,,,
641,,,,,,,,,,,,
642,,,,,,,,,,,,
643,,,,,,,,,,,,
644,,,,,,,,,,,,
645,,,,,,,,,,,,
646,HD 136418 b,635.8125983724591,0.255,1.32,3.4,5071.0,6.754921432201479,1.0974475166486481,0.31410005852446526,2.480951480629821,4.637416921166178,False
647,,,,,,,,,,,,
648,,,,,,,,,,,,
649,,,,,,,,,,,,
650,,,,,,,,,,,,
651,,,,,,,,,,,,
652,HD 98219 b,572.2313385352132,0.0,1.23,4.5,4992.0,11.11248940725375,1.0889847570928886,0.30977672061064765,3.194440325377578,5.98937204270624,False
653,,,,,,,,,,,,
654,TrES-2,398.33659288034556,0.0,0.03556,1.003,5850.0,1.0411501262431904,1.1981117124491598,0.360326909900425,0.9321976873747689,1.6998411144892889,False
655,,,,,,,,,,,,
656,,,,,,,,,,,,
657,,,,,,,,,,,,
658,,,,,,,,,,,,
659,HATS-23 b,467.32225980375745,0.114,0.03397,1.199,5780.0,1.417874348800412,1.188,0.356,1.092472849364996,1.9956936424731875,False
660,,,,,,,,,,,,
661,,,,,,,,,,,,
662,,,,,,,,,,,,
663,HD 25171 b,302.0109842269181,0.08,3.02,1.18,6160.0,1.771637600590203,1.24441463870976,0.37950788591080004,1.1931770430345037,2.160613285299754,False
664,HD 109271 b,17.166940156056395,0.25,0.079,,5783.0,,1.1884300534030854,0.35618514519560884,,,
665,HD 109271 c,24.160878738153446,0.15,0.196,,5783.0,,1.1884300534030854,0.35618514519560884,,,
666,WASP-2 A b,290.56635745621384,0.0,0.03138,0.84,5255.0,0.4754857208606275,1.1185293159046874,0.32449066904785157,0.6519961842807269,1.2105079143573787,False
667,WASP-109 b,289.2947322594689,,0.0463,1.346,6520.0,2.893133862194803,1.29936154060416,0.40113214328679997,1.4921732843858955,2.6855950775702815,
668,,,,,,,,,,,,
669,,,,,,,,,,,,
670,MOA-2010-BLG-477L b,476.85944877934435,,2.0,,5150.0,,1.10626768599876,0.31850846374842495,,,
671,,,,,,,,,,,,
672,,,,,,,,,,,,
673,,,,,,,,,,,,
674,,,,,,,,,,,,
675,K2-39 b,39.73828739827869,0.152,0.062,3.88,4881.0,7.550691169355662,1.077709803019462,0.3038544620019584,2.6469298837121387,4.984946993475858,False
676,HD 180314 b,6993.93858209705,0.257,1.4,9.2,4917.0,43.718425597321534,1.0812870458742616,0.3057551217797822,6.358603675886042,11.957637580808587,False
677,HD 217107 b,449.36055389973546,0.1283,0.07505,1.5,5704.0,2.104692295321605,1.177211413313673,0.3513212328938349,1.3371098053526962,2.4476093668154935,False
678,HD 217107 c,1434.7111282274539,0.3848,6.074,1.5,5704.0,2.104692295321605,1.177211413313673,0.3513212328938349,1.3371098053526962,2.4476093668154935,False
679,,,,,,,,,,,,
680,,,,,,,,,,,,
681,,,,,,,,,,,,
682,,,,,,,,,,,,
683,,,,,,,,,,,,
684,,,,,,,,,,,,
685,HD 153950 b,867.8841967784067,0.34,1.28,1.34,6076.0,2.1625625767923737,1.2316786106080295,0.3743277142773453,1.3250602986157198,2.403578720488208,False
686,,,,,,,,,,,,
687,,,,,,,,,,,,
688,,,,,,,,,,,,
689,HD 204941 b,84.56307558353707,0.37,2.56,0.72,5056.0,0.29935139043471654,1.0958129532365661,0.3132724838309229,0.5226638039895939,0.977528694569569,False
690,,,,,,,,,,,,
691,,,,,,,,,,,,
692,,,,,,,,,,,,
693,,,,,,,,,,,,
694,11 Com b,6167.382204212853,0.231,1.29,19.0,4742.0,161.30262172135318,1.0646194964966407,0.29670392742163265,12.309020798554487,23.316269453960466,False
695,HD 149026 b,113.17464251029772,0.0,0.04288,1.497,6147.0,2.827381935556469,1.2424373147344394,0.378708078343979,1.5085336296165348,2.7323728088461796,False
696,,,,,,,,,,,,
697,HD 96167 b,216.17628344663612,0.71,1.3,1.86,5770.0,3.388575502472176,1.18656871537716,0.355383072992425,1.6899043993055147,3.0878785751830375,False
698,,,,,,,,,,,,
699,,,,,,,,,,,,
700,NGC 4349 No 127 b,6294.544723887345,0.19,2.38,,5700.0,,1.17664946241536,0.35107568174079995,,,
701,,,,,,,,,,,,
702,WASP-90 b,200.28096848732463,,0.0562,1.98,6430.0,5.92191675220104,1.285678767225,0.395851137015625,2.146173920364571,3.8678106119787095,
703,HD 101930 b,95.37188975586886,0.11,0.302,,5079.0,,1.0983245579934007,0.3145426883963864,,,
